time,pm2_5,pm10,temperature_2m,relative_humidity_2m,wind_speed_10m,city
2024-11-22 22:00:00,24.3,26.5,25.6,69,7.8,karachi
2024-11-22 23:00:00,24.2,26.4,25.1,70,7.1,karachi
2024-11-23 00:00:00,23.1,25.4,24.6,73,7.5,karachi
2024-11-23 01:00:00,21.4,23.8,24.1,75,8.3,karachi
2024-11-23 02:00:00,19.6,22.1,24.0,75,8.5,karachi
2024-11-23 03:00:00,18.0,20.6,24.0,75,7.2,karachi
2024-11-23 04:00:00,17.2,20.3,24.1,75,7.4,karachi
2024-11-23 05:00:00,15.6,18.8,24.0,75,6.8,karachi
2024-11-23 06:00:00,16.5,19.8,23.6,76,6.4,karachi
2024-11-23 07:00:00,22.1,25.5,22.9,80,5.0,karachi
2024-11-23 08:00:00,32.0,34.9,23.3,78,4.3,karachi
2024-11-23 09:00:00,25.9,30.0,25.7,67,2.5,karachi
2024-11-23 10:00:00,19.8,25.6,27.8,60,5.0,karachi
2024-11-23 11:00:00,18.3,23.9,29.2,52,8.5,karachi
2024-11-23 12:00:00,17.4,22.0,30.0,47,10.2,karachi
2024-11-23 13:00:00,17.1,21.2,30.2,46,11.1,karachi
2024-11-23 14:00:00,17.0,21.2,30.0,47,12.0,karachi
2024-11-23 15:00:00,16.8,21.1,29.8,48,12.1,karachi
2024-11-23 16:00:00,16.6,21.2,29.0,52,12.5,karachi
2024-11-23 17:00:00,17.1,22.1,28.2,55,11.4,karachi
2024-11-23 18:00:00,22.3,25.7,27.6,59,10.1,karachi
2024-11-23 19:00:00,26.2,29.3,27.0,63,7.6,karachi
2024-11-23 20:00:00,27.8,31.0,26.6,67,7.7,karachi
2024-11-23 21:00:00,27.9,31.3,26.2,69,6.9,karachi
2024-11-23 22:00:00,28.3,31.8,25.8,70,5.7,karachi
2024-11-23 23:00:00,28.9,32.6,25.4,72,5.9,karachi
2024-11-24 00:00:00,28.8,32.6,25.0,74,4.9,karachi
2024-11-24 01:00:00,27.2,31.2,24.5,76,5.7,karachi
2024-11-24 02:00:00,25.2,29.1,24.0,79,6.8,karachi
2024-11-24 03:00:00,23.1,27.0,23.7,81,5.3,karachi
2024-11-24 04:00:00,21.9,26.1,23.6,81,4.6,karachi
2024-11-24 05:00:00,20.1,24.8,23.3,83,3.6,karachi
2024-11-24 06:00:00,22.0,26.4,23.1,85,3.0,karachi
2024-11-24 07:00:00,30.0,34.1,22.9,86,3.5,karachi
2024-11-24 08:00:00,39.6,42.5,23.4,84,4.6,karachi
2024-11-24 09:00:00,30.3,35.4,25.6,73,3.7,karachi
2024-11-24 10:00:00,21.9,29.8,27.5,65,0.7,karachi
2024-11-24 11:00:00,21.1,27.3,28.6,56,2.2,karachi
2024-11-24 12:00:00,22.9,28.6,29.6,49,5.2,karachi
2024-11-24 13:00:00,23.7,29.9,29.9,47,7.9,karachi
2024-11-24 14:00:00,24.2,31.2,29.5,49,9.3,karachi
2024-11-24 15:00:00,24.6,31.9,29.4,51,9.8,karachi
2024-11-24 16:00:00,24.8,32.1,29.0,52,9.6,karachi
2024-11-24 17:00:00,23.6,29.6,28.4,53,9.5,karachi
2024-11-24 18:00:00,36.4,41.0,28.1,55,8.3,karachi
2024-11-24 19:00:00,38.9,42.8,27.2,61,10.1,karachi
2024-11-24 20:00:00,38.8,42.6,26.6,64,9.4,karachi
2024-11-24 21:00:00,39.3,43.2,26.0,67,8.4,karachi
2024-11-24 22:00:00,41.0,44.8,25.5,70,7.1,karachi
2024-11-24 23:00:00,43.5,47.4,25.0,72,6.1,karachi
2024-11-25 00:00:00,45.4,48.9,24.5,75,6.1,karachi
2024-11-25 01:00:00,44.0,47.3,24.1,77,5.9,karachi
2024-11-25 02:00:00,40.6,43.7,23.8,80,6.5,karachi
2024-11-25 03:00:00,36.6,39.6,23.3,84,7.3,karachi
2024-11-25 04:00:00,32.8,35.9,22.9,82,7.7,karachi
2024-11-25 05:00:00,31.3,34.2,22.5,74,7.2,karachi
2024-11-25 06:00:00,29.3,32.1,21.8,66,6.9,karachi
2024-11-25 07:00:00,32.6,35.5,21.5,63,7.4,karachi
2024-11-25 08:00:00,37.4,40.3,22.1,57,7.2,karachi
2024-11-25 09:00:00,37.6,41.0,24.0,50,5.1,karachi
2024-11-25 10:00:00,30.2,35.7,26.9,39,5.1,karachi
2024-11-25 11:00:00,26.1,32.4,28.8,30,4.1,karachi
2024-11-25 12:00:00,23.5,30.2,30.0,26,3.9,karachi
2024-11-25 13:00:00,23.4,30.2,30.8,24,3.8,karachi
2024-11-25 14:00:00,24.0,31.0,31.1,24,5.0,karachi
2024-11-25 15:00:00,24.3,31.4,30.9,27,7.7,karachi
2024-11-25 16:00:00,24.7,31.8,29.9,34,10.8,karachi
2024-11-25 17:00:00,35.3,46.1,28.6,35,11.5,karachi
2024-11-25 18:00:00,61.0,70.5,27.2,42,8.2,karachi
2024-11-25 19:00:00,72.4,81.7,26.2,49,8.4,karachi
2024-11-25 20:00:00,70.3,79.4,25.4,55,7.3,karachi
2024-11-25 21:00:00,65.0,73.6,25.0,57,6.4,karachi
2024-11-25 22:00:00,64.3,72.2,24.6,59,7.2,karachi
2024-11-25 23:00:00,65.4,71.9,24.1,62,6.3,karachi
2024-11-26 00:00:00,63.3,69.2,23.5,66,6.0,karachi
2024-11-26 01:00:00,60.8,66.1,23.6,61,4.3,karachi
2024-11-26 02:00:00,58.1,63.3,23.2,61,4.7,karachi
2024-11-26 03:00:00,55.4,60.5,22.1,65,6.1,karachi
2024-11-26 04:00:00,51.6,56.6,21.5,68,6.8,karachi
2024-11-26 05:00:00,45.4,50.5,21.1,69,7.1,karachi
2024-11-26 06:00:00,43.3,48.2,21.4,77,6.8,karachi
2024-11-26 07:00:00,49.1,53.8,21.0,79,5.2,karachi
2024-11-26 08:00:00,60.8,64.7,21.4,78,3.6,karachi
2024-11-26 09:00:00,53.1,59.3,24.0,67,1.9,karachi
2024-11-26 10:00:00,36.2,46.9,26.8,56,1.0,karachi
2024-11-26 11:00:00,35.0,46.4,29.0,40,2.3,karachi
2024-11-26 12:00:00,34.9,45.2,30.3,33,5.5,karachi
2024-11-26 13:00:00,33.5,43.2,30.8,34,8.5,karachi
2024-11-26 14:00:00,33.1,42.6,30.7,36,10.7,karachi
2024-11-26 15:00:00,32.7,42.4,30.6,35,12.2,karachi
2024-11-26 16:00:00,31.9,41.2,29.9,37,12.3,karachi
2024-11-26 17:00:00,24.2,28.8,28.6,43,10.7,karachi
2024-11-26 18:00:00,28.7,32.7,27.4,55,8.6,karachi
2024-11-26 19:00:00,31.1,35.4,26.5,62,6.4,karachi
2024-11-26 20:00:00,32.6,37.4,25.8,65,5.0,karachi
2024-11-26 21:00:00,34.7,39.9,25.2,68,4.9,karachi
2024-11-26 22:00:00,37.8,44.2,24.8,71,4.8,karachi
2024-11-26 23:00:00,40.6,48.4,24.2,73,1.9,karachi
2024-11-27 00:00:00,40.5,49.5,23.6,76,3.1,karachi
2024-11-27 01:00:00,38.8,49.2,23.0,79,5.2,karachi
2024-11-27 02:00:00,36.4,47.5,22.6,81,4.1,karachi
2024-11-27 03:00:00,34.0,45.5,22.4,83,2.8,karachi
2024-11-27 04:00:00,31.5,43.4,22.1,86,1.5,karachi
2024-11-27 05:00:00,26.5,38.5,22.3,86,1.1,karachi
2024-11-27 06:00:00,26.5,38.8,22.7,84,1.3,karachi
2024-11-27 07:00:00,32.1,44.6,22.9,86,2.3,karachi
2024-11-27 08:00:00,42.7,54.8,24.2,82,4.4,karachi
2024-11-27 09:00:00,31.1,41.0,26.6,73,4.6,karachi
2024-11-27 10:00:00,21.9,33.1,28.5,60,8.6,karachi
2024-11-27 11:00:00,18.7,29.6,29.4,55,9.8,karachi
2024-11-27 12:00:00,16.9,27.0,29.9,53,11.4,karachi
2024-11-27 13:00:00,15.9,25.4,30.0,53,12.3,karachi
2024-11-27 14:00:00,15.5,24.7,29.9,54,12.4,karachi
2024-11-27 15:00:00,15.3,24.3,29.6,56,12.1,karachi
2024-11-27 16:00:00,15.3,24.3,29.1,57,11.6,karachi
2024-11-27 17:00:00,14.2,22.1,28.2,60,10.5,karachi
2024-11-27 18:00:00,21.8,27.8,27.7,65,7.6,karachi
2024-11-27 19:00:00,28.0,33.8,27.0,70,6.1,karachi
2024-11-27 20:00:00,32.5,38.2,26.5,73,5.3,karachi
2024-11-27 21:00:00,37.6,44.1,26.1,76,4.6,karachi
2024-11-27 22:00:00,42.6,50.3,25.9,78,3.8,karachi
2024-11-27 23:00:00,46.9,55.4,25.4,80,1.7,karachi
2024-11-28 00:00:00,48.7,58.0,25.0,82,2.1,karachi
2024-11-28 01:00:00,47.6,57.6,24.6,84,4.5,karachi
2024-11-28 02:00:00,46.0,56.1,24.3,86,5.2,karachi
2024-11-28 03:00:00,43.8,53.7,24.0,86,3.7,karachi
2024-11-28 04:00:00,41.8,51.3,23.6,87,2.7,karachi
2024-11-28 05:00:00,41.9,51.5,23.0,90,1.3,karachi
2024-11-28 06:00:00,48.7,55.1,22.4,91,1.0,karachi
2024-11-28 07:00:00,56.8,61.9,22.0,91,2.7,karachi
2024-11-28 08:00:00,69.6,73.1,22.5,86,3.6,karachi
2024-11-28 09:00:00,68.0,71.5,24.9,76,3.2,karachi
2024-11-28 10:00:00,29.2,37.8,26.8,71,1.0,karachi
2024-11-28 11:00:00,23.6,34.1,28.2,64,1.8,karachi
2024-11-28 12:00:00,21.5,30.2,29.2,59,4.8,karachi
2024-11-28 13:00:00,23.3,31.9,30.0,53,8.1,karachi
2024-11-28 14:00:00,23.6,31.9,29.2,59,11.2,karachi
2024-11-28 15:00:00,23.5,31.3,28.6,63,11.5,karachi
2024-11-28 16:00:00,22.8,30.0,28.2,64,10.3,karachi
2024-11-28 17:00:00,20.0,26.1,27.7,67,9.2,karachi
2024-11-28 18:00:00,26.1,30.3,27.1,68,8.3,karachi
2024-11-28 19:00:00,27.3,31.4,26.6,71,6.8,karachi
2024-11-28 20:00:00,26.7,30.9,26.4,73,6.4,karachi
2024-11-28 21:00:00,27.4,31.7,26.1,76,5.8,karachi
2024-11-28 22:00:00,29.7,34.1,25.8,77,5.1,karachi
2024-11-28 23:00:00,31.8,36.4,25.2,79,5.6,karachi
2024-11-29 00:00:00,30.3,34.7,24.7,81,6.1,karachi
2024-11-29 01:00:00,26.8,31.2,24.0,85,5.4,karachi
2024-11-29 02:00:00,24.2,28.8,23.4,88,5.8,karachi
2024-11-29 03:00:00,22.6,27.5,23.0,90,6.2,karachi
2024-11-29 04:00:00,21.7,27.5,22.8,92,6.0,karachi
2024-11-29 05:00:00,22.5,29.2,22.5,93,6.1,karachi
2024-11-29 06:00:00,23.1,29.6,22.1,90,5.6,karachi
2024-11-29 07:00:00,27.9,33.4,22.0,91,5.8,karachi
2024-11-29 08:00:00,35.6,40.2,22.1,90,5.8,karachi
2024-11-29 09:00:00,33.6,38.1,23.9,81,3.7,karachi
2024-11-29 10:00:00,21.8,31.0,26.1,69,3.4,karachi
2024-11-29 11:00:00,17.8,25.4,27.9,57,1.8,karachi
2024-11-29 12:00:00,18.1,25.0,29.2,47,1.0,karachi
2024-11-29 13:00:00,19.0,26.1,30.1,42,4.1,karachi
2024-11-29 14:00:00,20.6,28.0,30.0,47,8.3,karachi
2024-11-29 15:00:00,21.8,29.4,29.5,53,10.7,karachi
2024-11-29 16:00:00,22.5,30.0,28.6,60,11.4,karachi
2024-11-29 17:00:00,26.0,35.5,27.6,62,9.8,karachi
2024-11-29 18:00:00,32.9,39.9,26.9,64,8.6,karachi
2024-11-29 19:00:00,32.2,38.5,26.1,69,7.5,karachi
2024-11-29 20:00:00,29.2,35.4,25.6,73,4.4,karachi
2024-11-29 21:00:00,28.2,35.0,25.2,76,4.7,karachi
2024-11-29 22:00:00,28.4,35.2,24.7,79,6.3,karachi
2024-11-29 23:00:00,31.7,38.2,24.2,81,6.4,karachi
2024-11-30 00:00:00,34.6,40.6,23.6,83,5.9,karachi
2024-11-30 01:00:00,34.2,39.2,23.1,85,6.1,karachi
2024-11-30 02:00:00,32.4,36.9,22.8,87,5.7,karachi
2024-11-30 03:00:00,31.1,35.5,22.5,88,5.5,karachi
2024-11-30 04:00:00,30.5,35.0,22.5,88,5.5,karachi
2024-11-30 05:00:00,32.9,36.9,22.1,89,6.5,karachi
2024-11-30 06:00:00,31.9,35.9,21.9,88,7.8,karachi
2024-11-30 07:00:00,34.1,37.8,21.8,85,7.4,karachi
2024-11-30 08:00:00,36.8,39.9,22.0,80,7.0,karachi
2024-11-30 09:00:00,34.1,37.0,23.6,70,5.8,karachi
2024-11-30 10:00:00,32.2,35.5,26.1,56,5.7,karachi
2024-11-30 11:00:00,28.4,31.1,28.3,42,7.4,karachi
2024-11-30 12:00:00,25.0,27.3,29.7,34,7.3,karachi
2024-11-30 13:00:00,23.5,26.1,30.4,30,7.9,karachi
2024-11-30 14:00:00,23.4,26.4,30.6,29,9.1,karachi
2024-11-30 15:00:00,23.4,26.6,30.6,29,10.2,karachi
2024-11-30 16:00:00,23.6,26.7,30.3,30,11.4,karachi
2024-11-30 17:00:00,46.9,52.3,29.6,31,11.5,karachi
2024-11-30 18:00:00,59.8,63.6,28.7,32,9.6,karachi
2024-11-30 19:00:00,62.6,65.2,28.0,32,8.1,karachi
2024-11-30 20:00:00,58.7,60.5,27.3,34,7.9,karachi
2024-11-30 21:00:00,54.5,56.1,26.3,37,10.2,karachi
2024-11-30 22:00:00,51.8,53.3,25.2,41,9.9,karachi
2024-11-30 23:00:00,50.6,52.3,24.5,44,9.0,karachi
2024-12-01 00:00:00,50.2,51.9,23.8,47,7.4,karachi
2024-12-01 01:00:00,49.8,51.8,23.2,49,6.7,karachi
2024-12-01 02:00:00,49.6,51.6,22.8,52,6.4,karachi
2024-12-01 03:00:00,49.2,51.3,22.1,54,6.9,karachi
2024-12-01 04:00:00,48.8,50.9,21.5,57,7.2,karachi
2024-12-01 05:00:00,48.8,51.0,21.0,58,7.9,karachi
2024-12-01 06:00:00,49.1,51.2,20.6,60,7.3,karachi
2024-12-01 07:00:00,53.6,55.6,20.4,59,7.4,karachi
2024-12-01 08:00:00,60.1,61.9,20.6,58,7.4,karachi
2024-12-01 09:00:00,58.9,61.0,22.6,49,5.0,karachi
2024-12-01 10:00:00,51.3,54.4,25.4,36,4.9,karachi
2024-12-01 11:00:00,39.9,43.3,27.3,29,6.2,karachi
2024-12-01 12:00:00,34.6,37.7,28.5,26,5.5,karachi
2024-12-01 13:00:00,31.5,34.3,29.1,26,5.2,karachi
2024-12-01 14:00:00,30.6,33.4,29.4,27,6.7,karachi
2024-12-01 15:00:00,31.1,34.0,29.0,30,9.7,karachi
2024-12-01 16:00:00,32.2,35.2,28.2,34,11.1,karachi
2024-12-01 17:00:00,37.1,40.4,27.5,34,9.6,karachi
2024-12-01 18:00:00,60.1,62.9,27.0,38,6.9,karachi
2024-12-01 19:00:00,73.3,76.1,26.5,37,6.9,karachi
2024-12-01 20:00:00,76.1,78.9,25.8,36,6.5,karachi
2024-12-01 21:00:00,71.5,73.8,25.1,38,6.7,karachi
2024-12-01 22:00:00,63.1,65.2,24.4,40,8.0,karachi
2024-12-01 23:00:00,55.2,57.0,23.9,42,8.0,karachi
2024-12-02 00:00:00,49.2,51.2,23.7,41,7.3,karachi
2024-12-02 01:00:00,44.7,46.7,23.1,42,7.2,karachi
2024-12-02 02:00:00,41.3,43.3,22.5,46,7.5,karachi
2024-12-02 03:00:00,38.4,40.4,22.0,48,7.7,karachi
2024-12-02 04:00:00,35.9,37.8,21.5,49,7.6,karachi
2024-12-02 05:00:00,34.6,36.6,21.0,49,7.9,karachi
2024-12-02 06:00:00,33.8,35.7,20.4,50,8.5,karachi
2024-12-02 07:00:00,37.5,39.5,20.0,51,8.4,karachi
2024-12-02 08:00:00,43.8,45.9,20.5,50,7.6,karachi
2024-12-02 09:00:00,48.5,50.8,22.4,45,5.4,karachi
2024-12-02 10:00:00,52.2,55.9,25.0,36,5.8,karachi
2024-12-02 11:00:00,51.7,56.2,27.1,32,6.6,karachi
2024-12-02 12:00:00,39.6,43.4,28.8,29,7.0,karachi
2024-12-02 13:00:00,31.8,34.8,29.6,27,5.6,karachi
2024-12-02 14:00:00,29.5,32.5,30.1,26,4.6,karachi
2024-12-02 15:00:00,28.1,31.3,30.2,26,4.5,karachi
2024-12-02 16:00:00,27.5,30.7,30.0,26,3.5,karachi
2024-12-02 17:00:00,34.8,38.6,29.1,28,3.3,karachi
2024-12-02 18:00:00,51.7,54.8,27.8,35,7.9,karachi
2024-12-02 19:00:00,61.2,64.3,26.6,40,9.9,karachi
2024-12-02 20:00:00,58.2,60.5,26.0,41,7.5,karachi
2024-12-02 21:00:00,50.4,52.5,25.2,42,8.3,karachi
2024-12-02 22:00:00,45.1,47.3,24.9,42,8.4,karachi
2024-12-02 23:00:00,42.8,45.3,24.4,43,8.0,karachi
2024-12-03 00:00:00,41.6,44.1,23.6,45,7.8,karachi
2024-12-03 01:00:00,40.4,43.1,22.9,48,8.3,karachi
2024-12-03 02:00:00,39.9,42.6,22.2,51,8.8,karachi
2024-12-03 03:00:00,40.4,43.1,21.9,53,9.3,karachi
2024-12-03 04:00:00,42.4,45.1,21.6,55,9.5,karachi
2024-12-03 05:00:00,46.8,49.8,21.4,56,10.2,karachi
2024-12-03 06:00:00,51.1,54.4,21.0,57,10.0,karachi
2024-12-03 07:00:00,56.2,60.3,20.9,58,10.6,karachi
2024-12-03 08:00:00,59.6,64.0,21.6,57,11.2,karachi
2024-12-03 09:00:00,58.9,63.8,23.5,52,10.7,karachi
2024-12-03 10:00:00,56.3,61.5,25.6,46,11.0,karachi
2024-12-03 11:00:00,50.6,55.6,27.5,40,11.7,karachi
2024-12-03 12:00:00,41.6,46.4,29.0,33,12.2,karachi
2024-12-03 13:00:00,30.5,35.4,29.9,29,12.4,karachi
2024-12-03 14:00:00,27.1,32.1,30.2,28,12.2,karachi
2024-12-03 15:00:00,25.8,31.0,30.2,27,12.1,karachi
2024-12-03 16:00:00,26.1,31.2,29.8,28,12.9,karachi
2024-12-03 17:00:00,34.9,39.6,29.0,30,13.6,karachi
2024-12-03 18:00:00,40.5,44.0,28.3,33,13.2,karachi
2024-12-03 19:00:00,43.4,46.7,27.5,36,11.8,karachi
2024-12-03 20:00:00,45.1,48.4,26.3,41,12.3,karachi
2024-12-03 21:00:00,47.8,51.1,25.4,45,12.5,karachi
2024-12-03 22:00:00,50.6,54.1,24.7,48,12.1,karachi
2024-12-03 23:00:00,52.3,55.6,24.1,49,12.9,karachi
2024-12-04 00:00:00,52.2,55.6,24.0,48,13.5,karachi
2024-12-04 01:00:00,51.3,54.9,23.9,47,14.3,karachi
2024-12-04 02:00:00,51.0,54.5,23.6,48,15.2,karachi
2024-12-04 03:00:00,50.9,54.4,23.2,50,15.1,karachi
2024-12-04 04:00:00,50.8,54.4,22.7,52,15.0,karachi
2024-12-04 05:00:00,51.1,54.8,22.3,54,14.3,karachi
2024-12-04 06:00:00,51.1,55.1,21.9,57,14.3,karachi
2024-12-04 07:00:00,52.3,56.7,21.6,58,13.7,karachi
2024-12-04 08:00:00,53.8,58.6,22.0,56,13.7,karachi
2024-12-04 09:00:00,53.6,59.1,23.4,52,12.4,karachi
2024-12-04 10:00:00,52.6,60.1,25.4,46,13.4,karachi
2024-12-04 11:00:00,50.8,60.1,27.2,38,15.4,karachi
2024-12-04 12:00:00,46.2,56.5,28.5,33,16.1,karachi
2024-12-04 13:00:00,39.7,49.7,29.1,30,14.9,karachi
2024-12-04 14:00:00,34.9,44.0,29.5,29,13.2,karachi
2024-12-04 15:00:00,32.7,41.1,29.6,28,12.1,karachi
2024-12-04 16:00:00,32.4,40.5,29.2,29,11.7,karachi
2024-12-04 17:00:00,35.6,43.2,28.5,30,11.8,karachi
2024-12-04 18:00:00,43.8,49.6,28.1,31,10.2,karachi
2024-12-04 19:00:00,48.1,53.6,27.2,33,10.1,karachi
2024-12-04 20:00:00,49.7,55.5,26.3,36,9.5,karachi
2024-12-04 21:00:00,51.5,58.0,25.4,40,9.3,karachi
2024-12-04 22:00:00,53.7,60.8,24.5,43,9.3,karachi
2024-12-04 23:00:00,55.8,62.9,23.8,46,8.9,karachi
2024-12-05 00:00:00,56.6,63.8,23.0,49,8.3,karachi
2024-12-05 01:00:00,55.8,62.9,22.0,53,9.0,karachi
2024-12-05 02:00:00,54.5,61.7,21.5,55,7.7,karachi
2024-12-05 03:00:00,53.0,60.5,20.9,57,8.3,karachi
2024-12-05 04:00:00,51.6,59.0,20.6,57,8.1,karachi
2024-12-05 05:00:00,51.2,58.8,20.2,58,7.9,karachi
2024-12-05 06:00:00,51.1,58.4,19.6,59,7.8,karachi
2024-12-05 07:00:00,55.5,62.9,19.5,59,7.2,karachi
2024-12-05 08:00:00,62.9,69.6,19.9,57,5.9,karachi
2024-12-05 09:00:00,65.4,72.4,22.0,50,4.0,karachi
2024-12-05 10:00:00,59.8,71.2,24.9,38,2.3,karachi
2024-12-05 11:00:00,50.9,64.5,26.8,32,2.1,karachi
2024-12-05 12:00:00,43.8,56.2,27.8,32,4.1,karachi
2024-12-05 13:00:00,41.7,53.7,28.2,33,7.8,karachi
2024-12-05 14:00:00,40.3,52.5,28.4,34,9.8,karachi
2024-12-05 15:00:00,40.3,52.3,28.3,34,10.5,karachi
2024-12-05 16:00:00,40.4,52.2,27.8,36,10.9,karachi
2024-12-05 17:00:00,32.6,40.3,26.6,40,10.8,karachi
2024-12-05 18:00:00,42.6,48.2,25.9,49,8.7,karachi
2024-12-05 19:00:00,48.0,53.2,25.4,54,6.5,karachi
2024-12-05 20:00:00,49.7,55.5,25.0,60,6.3,karachi
2024-12-05 21:00:00,50.4,57.4,24.8,63,5.6,karachi
2024-12-05 22:00:00,51.2,60.8,24.5,65,4.3,karachi
2024-12-05 23:00:00,51.8,65.2,23.9,67,2.2,karachi
2024-12-06 00:00:00,49.7,68.2,23.0,67,5.6,karachi
2024-12-06 01:00:00,46.1,69.6,22.4,68,3.9,karachi
2024-12-06 02:00:00,44.7,73.8,22.1,67,1.5,karachi
2024-12-06 03:00:00,43.5,75.4,22.2,65,2.5,karachi
2024-12-06 04:00:00,44.6,77.3,21.2,68,7.7,karachi
2024-12-06 05:00:00,39.8,71.9,19.9,74,7.9,karachi
2024-12-06 06:00:00,44.0,74.3,19.2,78,7.2,karachi
2024-12-06 07:00:00,54.6,79.2,18.5,81,8.0,karachi
2024-12-06 08:00:00,73.1,90.1,18.6,78,7.6,karachi
2024-12-06 09:00:00,55.8,72.9,20.5,67,5.8,karachi
2024-12-06 10:00:00,39.2,65.2,23.6,56,4.5,karachi
2024-12-06 11:00:00,34.3,63.1,25.8,49,3.6,karachi
2024-12-06 12:00:00,30.0,59.8,27.1,45,3.4,karachi
2024-12-06 13:00:00,27.9,57.9,27.9,42,4.9,karachi
2024-12-06 14:00:00,25.8,55.9,28.1,44,7.4,karachi
2024-12-06 15:00:00,23.8,52.7,28.1,45,8.2,karachi
2024-12-06 16:00:00,22.1,49.0,27.7,45,8.4,karachi
2024-12-06 17:00:00,17.5,35.4,26.7,46,8.1,karachi
2024-12-06 18:00:00,25.3,35.2,25.4,46,9.3,karachi
2024-12-06 19:00:00,27.6,33.1,24.2,46,7.3,karachi
2024-12-06 20:00:00,27.2,29.9,23.5,46,6.4,karachi
2024-12-06 21:00:00,26.8,28.1,22.8,47,7.1,karachi
2024-12-06 22:00:00,27.5,28.8,22.5,47,6.4,karachi
2024-12-06 23:00:00,28.9,30.4,21.8,49,8.3,karachi
2024-12-07 00:00:00,30.2,32.0,21.5,50,6.9,karachi
2024-12-07 01:00:00,29.3,31.2,21.0,53,5.1,karachi
2024-12-07 02:00:00,28.3,30.3,21.0,53,3.2,karachi
2024-12-07 03:00:00,27.4,29.3,19.9,58,6.9,karachi
2024-12-07 04:00:00,26.4,28.3,18.5,62,8.3,karachi
2024-12-07 05:00:00,24.9,27.3,17.5,60,8.5,karachi
2024-12-07 06:00:00,23.6,26.0,16.6,57,8.9,karachi
2024-12-07 07:00:00,25.7,27.9,16.1,46,10.0,karachi
2024-12-07 08:00:00,31.0,33.9,16.6,38,9.9,karachi
2024-12-07 09:00:00,27.1,31.8,18.8,31,7.6,karachi
2024-12-07 10:00:00,17.4,27.3,21.9,24,7.5,karachi
2024-12-07 11:00:00,14.8,25.6,24.7,16,7.2,karachi
2024-12-07 12:00:00,13.6,22.5,26.5,10,7.7,karachi
2024-12-07 13:00:00,14.9,22.0,27.6,10,6.8,karachi
2024-12-07 14:00:00,17.0,22.9,28.3,12,6.0,karachi
2024-12-07 15:00:00,18.9,23.9,28.5,16,5.2,karachi
2024-12-07 16:00:00,20.3,24.8,28.5,19,5.3,karachi
2024-12-07 17:00:00,19.7,19.8,28.0,20,6.1,karachi
2024-12-07 18:00:00,42.6,42.6,26.8,23,6.8,karachi
2024-12-07 19:00:00,59.5,59.5,25.1,22,9.1,karachi
2024-12-07 20:00:00,67.1,67.1,24.0,22,5.8,karachi
2024-12-07 21:00:00,65.9,65.9,22.8,25,5.3,karachi
2024-12-07 22:00:00,64.0,64.0,21.9,27,7.3,karachi
2024-12-07 23:00:00,60.8,60.8,21.0,28,6.1,karachi
2024-12-08 00:00:00,58.2,58.4,21.0,25,13.4,karachi
2024-12-08 01:00:00,55.5,55.8,20.2,16,12.0,karachi
2024-12-08 02:00:00,51.1,51.3,19.0,16,12.7,karachi
2024-12-08 03:00:00,41.4,42.4,18.0,19,12.3,karachi
2024-12-08 04:00:00,31.2,34.0,17.9,19,12.8,karachi
2024-12-08 05:00:00,23.1,30.9,18.0,16,13.3,karachi
2024-12-08 06:00:00,19.4,32.6,18.2,17,14.8,karachi
2024-12-08 07:00:00,20.6,38.2,18.1,17,14.6,karachi
2024-12-08 08:00:00,23.9,42.1,18.2,16,12.5,karachi
2024-12-08 09:00:00,24.5,39.2,19.8,14,8.0,karachi
2024-12-08 10:00:00,20.7,39.5,22.0,12,7.1,karachi
2024-12-08 11:00:00,17.6,35.5,24.5,10,7.9,karachi
2024-12-08 12:00:00,13.1,28.0,26.1,9,8.9,karachi
2024-12-08 13:00:00,10.4,22.6,27.1,8,7.0,karachi
2024-12-08 14:00:00,9.2,19.8,27.9,9,5.9,karachi
2024-12-08 15:00:00,9.0,19.0,28.1,9,6.3,karachi
2024-12-08 16:00:00,9.5,20.0,27.9,9,7.8,karachi
2024-12-08 17:00:00,10.1,20.0,26.7,11,12.4,karachi
2024-12-08 18:00:00,30.0,39.0,25.5,13,10.9,karachi
2024-12-08 19:00:00,45.6,56.8,24.3,13,11.2,karachi
2024-12-08 20:00:00,52.5,64.5,23.9,12,13.4,karachi
2024-12-08 21:00:00,47.4,57.2,22.0,13,13.9,karachi
2024-12-08 22:00:00,40.7,46.9,20.8,14,13.7,karachi
2024-12-08 23:00:00,36.2,41.7,19.8,15,11.5,karachi
2024-12-09 00:00:00,34.2,40.0,19.0,17,10.5,karachi
2024-12-09 01:00:00,33.3,40.5,18.0,20,9.2,karachi
2024-12-09 02:00:00,31.9,40.4,17.2,22,9.6,karachi
2024-12-09 03:00:00,29.3,38.9,16.6,21,10.7,karachi
2024-12-09 04:00:00,26.3,37.0,16.1,22,9.9,karachi
2024-12-09 05:00:00,23.3,37.3,15.8,24,9.2,karachi
2024-12-09 06:00:00,22.6,37.4,14.4,27,10.1,karachi
2024-12-09 07:00:00,25.7,41.3,14.5,29,10.9,karachi
2024-12-09 08:00:00,32.0,47.8,15.1,29,10.6,karachi
2024-12-09 09:00:00,33.4,49.8,17.0,26,8.3,karachi
2024-12-09 10:00:00,29.7,51.9,20.0,21,6.3,karachi
2024-12-09 11:00:00,25.1,52.0,23.0,15,4.5,karachi
