time,pm2_5,pm10,temperature_2m,relative_humidity_2m,wind_speed_10m,city
2024-01-30 00:00:00,23.2,46.8,20.4,94,5.2,karachi
2024-01-30 01:00:00,23.8,48.0,20.1,95,4.7,karachi
2024-01-30 02:00:00,24.4,49.9,20.9,92,1.3,karachi
2024-01-30 03:00:00,24.2,50.6,20.7,92,1.8,karachi
2024-01-30 04:00:00,24.7,53.0,20.6,92,2.5,karachi
2024-01-30 05:00:00,24.6,55.9,20.8,91,2.3,karachi
2024-01-30 06:00:00,24.9,58.3,19.0,96,6.6,karachi
2024-01-30 07:00:00,27.5,64.0,19.0,96,9.7,karachi
2024-01-30 08:00:00,34.0,74.7,18.8,96,6.0,karachi
2024-01-30 09:00:00,34.5,77.8,20.4,88,4.0,karachi
2024-01-30 10:00:00,25.5,75.4,22.3,78,3.2,karachi
2024-01-30 11:00:00,21.8,81.3,23.3,72,3.6,karachi
2024-01-30 12:00:00,21.4,89.4,24.8,66,9.3,karachi
2024-01-30 13:00:00,21.8,96.9,25.1,64,13.8,karachi
2024-01-30 14:00:00,22.3,104.3,25.4,63,16.5,karachi
2024-01-30 15:00:00,22.5,109.2,25.1,60,16.4,karachi
2024-01-30 16:00:00,22.4,108.3,25.2,60,16.8,karachi
2024-01-30 17:00:00,22.0,102.0,24.5,64,17.1,karachi
2024-01-30 18:00:00,21.5,93.1,23.4,73,13.9,karachi
2024-01-30 19:00:00,21.1,78.5,22.8,77,12.4,karachi
2024-01-30 20:00:00,21.1,71.7,22.5,80,10.9,karachi
2024-01-30 21:00:00,22.7,67.3,22.2,82,11.3,karachi
2024-01-30 22:00:00,24.2,66.6,21.9,85,11.5,karachi
2024-01-30 23:00:00,25.3,65.9,21.6,87,12.0,karachi
2024-01-31 00:00:00,25.8,65.2,21.5,89,12.2,karachi
2024-01-31 01:00:00,25.4,62.9,21.1,91,9.7,karachi
2024-01-31 02:00:00,24.2,60.1,21.0,91,10.2,karachi
2024-01-31 03:00:00,23.2,58.0,20.9,91,10.4,karachi
2024-01-31 04:00:00,22.6,56.6,20.5,91,10.1,karachi
2024-01-31 05:00:00,21.8,54.0,20.4,91,10.9,karachi
2024-01-31 06:00:00,21.8,52.3,20.6,91,7.5,karachi
2024-01-31 07:00:00,23.2,51.9,20.1,91,8.2,karachi
2024-01-31 08:00:00,28.7,58.1,20.8,89,6.1,karachi
2024-01-31 09:00:00,25.9,59.3,22.1,83,3.6,karachi
2024-01-31 10:00:00,23.1,58.1,23.6,75,6.0,karachi
2024-01-31 11:00:00,20.7,57.0,24.8,67,9.3,karachi
2024-01-31 12:00:00,19.8,56.7,25.9,59,12.6,karachi
2024-01-31 13:00:00,19.0,56.8,26.4,57,17.1,karachi
2024-01-31 14:00:00,18.6,59.1,26.2,56,20.7,karachi
2024-01-31 15:00:00,18.2,62.2,26.1,54,21.6,karachi
2024-01-31 16:00:00,18.2,65.9,25.6,58,21.0,karachi
2024-01-31 17:00:00,19.1,70.3,24.6,66,19.3,karachi
2024-01-31 18:00:00,20.7,72.9,23.4,76,14.7,karachi
2024-01-31 19:00:00,22.3,71.0,22.5,85,10.8,karachi
2024-01-31 20:00:00,23.7,68.5,22.2,87,11.4,karachi
2024-01-31 21:00:00,24.8,67.8,21.9,89,11.8,karachi
2024-01-31 22:00:00,25.0,66.6,21.6,91,11.8,karachi
2024-01-31 23:00:00,24.3,62.6,21.6,92,13.6,karachi
2024-02-01 00:00:00,23.0,57.9,21.4,93,12.2,karachi
2024-02-01 01:00:00,21.1,51.7,21.1,93,12.0,karachi
2024-02-01 02:00:00,18.7,43.1,21.0,93,13.0,karachi
2024-02-01 03:00:00,16.9,37.3,21.0,93,13.8,karachi
2024-02-01 04:00:00,16.2,37.7,20.2,92,14.8,karachi
2024-02-01 05:00:00,15.9,40.0,18.6,86,14.0,karachi
2024-02-01 06:00:00,17.8,49.0,17.8,90,11.2,karachi
2024-02-01 07:00:00,21.0,56.5,16.0,96,10.0,karachi
2024-02-01 08:00:00,26.3,65.4,16.8,99,9.7,karachi
2024-02-01 09:00:00,31.0,78.2,17.5,97,10.5,karachi
2024-02-01 10:00:00,33.4,95.5,19.4,84,9.7,karachi
2024-02-01 11:00:00,34.3,127.1,24.3,51,10.1,karachi
2024-02-01 12:00:00,31.4,123.9,27.6,29,10.5,karachi
2024-02-01 13:00:00,27.4,106.2,29.2,19,6.6,karachi
2024-02-01 14:00:00,26.5,106.2,29.6,16,6.5,karachi
2024-02-01 15:00:00,27.1,113.9,29.8,16,10.1,karachi
2024-02-01 16:00:00,27.4,117.1,29.8,16,15.1,karachi
2024-02-01 17:00:00,27.8,108.3,28.7,18,17.7,karachi
2024-02-01 18:00:00,31.7,113.6,25.4,40,12.0,karachi
2024-02-01 19:00:00,37.1,114.3,24.0,47,10.2,karachi
2024-02-01 20:00:00,39.5,118.3,22.9,49,7.9,karachi
2024-02-01 21:00:00,40.0,116.6,21.9,58,7.6,karachi
2024-02-01 22:00:00,39.8,113.9,22.5,63,8.0,karachi
2024-02-01 23:00:00,38.9,109.9,22.4,72,8.0,karachi
2024-02-02 00:00:00,37.5,104.8,22.4,71,8.8,karachi
2024-02-02 01:00:00,36.2,98.3,22.2,70,8.2,karachi
2024-02-02 02:00:00,35.3,94.5,22.0,72,7.3,karachi
2024-02-02 03:00:00,35.2,92.0,21.8,78,4.6,karachi
2024-02-02 04:00:00,35.6,91.3,21.4,81,4.2,karachi
2024-02-02 05:00:00,37.4,92.2,20.5,84,4.6,karachi
2024-02-02 06:00:00,38.2,92.7,21.4,84,2.6,karachi
2024-02-02 07:00:00,40.7,97.6,20.2,89,4.0,karachi
2024-02-02 08:00:00,47.6,109.4,20.4,88,4.5,karachi
2024-02-02 09:00:00,51.7,119.7,21.4,85,1.4,karachi
2024-02-02 10:00:00,45.3,130.9,24.0,80,3.3,karachi
2024-02-02 11:00:00,42.1,136.9,25.6,68,7.6,karachi
2024-02-02 12:00:00,39.7,133.6,26.6,56,12.6,karachi
2024-02-02 13:00:00,37.5,122.9,25.5,56,12.0,karachi
2024-02-02 14:00:00,34.6,116.9,25.9,53,11.5,karachi
2024-02-02 15:00:00,33.9,128.5,26.2,51,7.3,karachi
2024-02-02 16:00:00,33.2,130.4,26.1,52,2.3,karachi
2024-02-02 17:00:00,39.6,202.6,25.8,53,7.1,karachi
2024-02-02 18:00:00,41.1,205.4,24.1,75,12.6,karachi
2024-02-02 19:00:00,42.6,197.9,23.6,77,8.1,karachi
2024-02-02 20:00:00,44.5,192.8,23.2,78,2.5,karachi
2024-02-02 21:00:00,47.6,189.1,22.7,81,3.3,karachi
2024-02-02 22:00:00,50.2,183.0,22.0,86,5.4,karachi
2024-02-02 23:00:00,51.1,168.6,21.4,90,6.6,karachi
2024-02-03 00:00:00,50.5,154.1,20.8,95,6.0,karachi
2024-02-03 01:00:00,48.2,141.6,20.4,98,5.9,karachi
2024-02-03 02:00:00,45.2,129.5,20.5,97,7.5,karachi
2024-02-03 03:00:00,42.7,121.1,20.1,97,9.8,karachi
2024-02-03 04:00:00,41.3,117.1,19.5,87,12.6,karachi
2024-02-03 05:00:00,45.5,105.0,19.2,78,13.8,karachi
2024-02-03 06:00:00,47.8,104.5,18.2,69,14.0,karachi
2024-02-03 07:00:00,50.8,106.9,18.0,69,12.6,karachi
2024-02-03 08:00:00,55.5,117.8,18.1,67,12.7,karachi
2024-02-03 09:00:00,53.6,124.8,19.5,60,14.4,karachi
2024-02-03 10:00:00,48.1,128.5,21.6,54,19.0,karachi
2024-02-03 11:00:00,41.9,114.8,23.1,54,20.7,karachi
2024-02-03 12:00:00,32.7,88.0,23.6,57,18.3,karachi
2024-02-03 13:00:00,25.4,68.2,24.4,62,19.4,karachi
2024-02-03 14:00:00,21.2,57.7,24.4,72,22.1,karachi
2024-02-03 15:00:00,18.7,52.9,26.0,67,25.0,karachi
2024-02-03 16:00:00,18.0,52.3,25.5,71,25.3,karachi
2024-02-03 17:00:00,21.6,65.7,25.0,77,25.0,karachi
2024-02-03 18:00:00,21.6,64.0,23.1,76,23.7,karachi
2024-02-03 19:00:00,21.9,58.4,23.2,79,25.0,karachi
2024-02-03 20:00:00,23.1,57.5,22.8,85,17.7,karachi
2024-02-03 21:00:00,23.7,57.9,22.8,85,22.6,karachi
2024-02-03 22:00:00,23.3,56.6,22.4,87,29.1,karachi
2024-02-03 23:00:00,23.4,58.0,22.3,89,18.5,karachi
2024-02-04 00:00:00,21.7,54.0,22.8,89,18.0,karachi
2024-02-04 01:00:00,21.8,59.6,22.8,90,15.6,karachi
2024-02-04 02:00:00,23.1,67.5,22.6,92,16.1,karachi
2024-02-04 03:00:00,24.6,76.6,22.4,94,13.0,karachi
2024-02-04 04:00:00,26.0,84.3,22.0,93,11.3,karachi
2024-02-04 05:00:00,24.0,69.4,21.4,95,8.1,karachi
2024-02-04 06:00:00,26.1,82.4,20.0,97,6.8,karachi
2024-02-04 07:00:00,29.8,97.3,19.6,96,8.3,karachi
2024-02-04 08:00:00,34.8,112.7,20.0,92,5.6,karachi
2024-02-04 09:00:00,34.8,145.3,21.5,84,3.4,karachi
2024-02-04 10:00:00,32.7,143.0,22.9,81,2.7,karachi
2024-02-04 11:00:00,30.2,135.0,25.5,66,18.8,karachi
2024-02-04 12:00:00,27.6,122.5,26.5,51,25.2,karachi
2024-02-04 13:00:00,24.6,102.7,26.0,58,23.0,karachi
2024-02-04 14:00:00,22.0,87.1,26.1,57,21.7,karachi
2024-02-04 15:00:00,19.8,74.5,25.8,59,23.1,karachi
2024-02-04 16:00:00,17.9,64.7,25.2,61,21.3,karachi
2024-02-04 17:00:00,16.1,59.8,24.5,64,19.8,karachi
2024-02-04 18:00:00,15.5,48.9,23.4,69,12.6,karachi
2024-02-04 19:00:00,18.6,44.1,22.7,75,9.3,karachi
2024-02-04 20:00:00,20.7,43.0,22.4,80,7.9,karachi
2024-02-04 21:00:00,21.7,42.3,21.4,86,6.9,karachi
2024-02-04 22:00:00,22.1,41.7,20.6,90,6.5,karachi
2024-02-04 23:00:00,22.5,41.4,20.1,90,6.8,karachi
2024-02-05 00:00:00,22.6,41.4,19.9,89,7.6,karachi
2024-02-05 01:00:00,21.8,40.0,19.8,87,8.3,karachi
2024-02-05 02:00:00,21.2,38.8,20.2,84,8.9,karachi
2024-02-05 03:00:00,22.3,39.8,19.1,88,7.9,karachi
2024-02-05 04:00:00,22.8,40.0,18.4,89,7.1,karachi
2024-02-05 05:00:00,22.6,39.0,18.1,91,9.5,karachi
2024-02-05 06:00:00,29.6,48.5,17.8,94,10.1,karachi
2024-02-05 07:00:00,36.8,57.7,17.5,96,10.9,karachi
2024-02-05 08:00:00,44.6,70.8,18.2,94,11.2,karachi
2024-02-05 09:00:00,50.5,81.5,19.9,82,10.9,karachi
2024-02-05 10:00:00,45.9,84.5,21.8,71,12.6,karachi
2024-02-05 11:00:00,30.5,60.3,23.4,66,12.7,karachi
2024-02-05 12:00:00,22.8,46.4,24.4,62,8.8,karachi
2024-02-05 13:00:00,21.4,43.9,24.9,59,10.7,karachi
2024-02-05 14:00:00,21.3,43.8,25.0,59,13.9,karachi
2024-02-05 15:00:00,20.1,42.3,25.0,59,16.3,karachi
2024-02-05 16:00:00,18.3,40.2,24.6,60,17.1,karachi
2024-02-05 17:00:00,23.2,51.0,23.8,66,15.6,karachi
2024-02-05 18:00:00,21.1,46.3,22.9,76,13.9,karachi
2024-02-05 19:00:00,22.1,43.4,22.5,79,10.2,karachi
2024-02-05 20:00:00,22.3,42.5,22.2,76,10.4,karachi
2024-02-05 21:00:00,22.4,42.3,21.8,76,10.3,karachi
2024-02-05 22:00:00,22.7,43.0,21.5,77,10.4,karachi
2024-02-05 23:00:00,23.3,44.5,21.1,77,11.6,karachi
2024-02-06 00:00:00,24.1,47.1,20.5,76,10.9,karachi
2024-02-06 01:00:00,24.0,48.9,20.1,77,8.9,karachi
2024-02-06 02:00:00,23.4,49.5,19.2,83,6.8,karachi
2024-02-06 03:00:00,22.6,48.8,18.8,82,7.6,karachi
2024-02-06 04:00:00,21.6,46.4,18.5,82,7.7,karachi
2024-02-06 05:00:00,21.4,46.7,18.0,84,13.4,karachi
2024-02-06 06:00:00,21.6,44.4,17.9,89,11.0,karachi
2024-02-06 07:00:00,25.1,46.7,17.5,91,10.1,karachi
2024-02-06 08:00:00,31.8,56.2,17.4,90,9.8,karachi
2024-02-06 09:00:00,33.3,62.4,19.4,81,7.1,karachi
2024-02-06 10:00:00,21.6,51.8,22.1,69,8.6,karachi
2024-02-06 11:00:00,20.9,50.4,23.5,63,9.1,karachi
2024-02-06 12:00:00,21.3,51.5,24.1,58,4.3,karachi
2024-02-06 13:00:00,20.9,51.5,24.9,54,6.0,karachi
2024-02-06 14:00:00,20.6,51.5,25.5,51,8.7,karachi
2024-02-06 15:00:00,20.5,51.1,25.4,51,13.9,karachi
2024-02-06 16:00:00,20.6,50.8,24.9,57,17.9,karachi
2024-02-06 17:00:00,27.0,68.2,24.0,60,18.1,karachi
2024-02-06 18:00:00,27.1,67.8,23.4,68,16.0,karachi
2024-02-06 19:00:00,29.5,66.4,22.9,72,13.5,karachi
2024-02-06 20:00:00,29.2,63.6,22.5,75,10.6,karachi
2024-02-06 21:00:00,27.0,58.8,22.1,78,9.7,karachi
2024-02-06 22:00:00,25.0,55.1,21.8,80,10.6,karachi
2024-02-06 23:00:00,24.5,53.7,21.5,81,10.6,karachi
2024-02-07 00:00:00,24.3,53.2,21.1,81,9.4,karachi
2024-02-07 01:00:00,24.0,52.4,20.9,82,8.8,karachi
2024-02-07 02:00:00,23.5,51.2,20.9,79,8.0,karachi
2024-02-07 03:00:00,23.0,50.1,20.9,76,9.8,karachi
2024-02-07 04:00:00,22.4,48.4,20.6,76,9.7,karachi
2024-02-07 05:00:00,23.2,48.0,20.2,77,8.2,karachi
2024-02-07 06:00:00,23.3,47.1,20.2,80,8.9,karachi
2024-02-07 07:00:00,26.6,49.6,19.0,85,8.6,karachi
2024-02-07 08:00:00,35.7,61.7,18.9,87,8.3,karachi
2024-02-07 09:00:00,42.0,73.8,21.1,77,7.8,karachi
2024-02-07 10:00:00,45.1,85.9,23.5,62,9.1,karachi
2024-02-07 11:00:00,45.6,91.0,24.9,49,9.7,karachi
2024-02-07 12:00:00,35.6,78.7,26.0,41,10.8,karachi
2024-02-07 13:00:00,31.3,83.6,26.5,39,14.2,karachi
2024-02-07 14:00:00,31.1,90.3,27.0,37,15.0,karachi
2024-02-07 15:00:00,31.1,92.4,26.9,35,14.5,karachi
2024-02-07 16:00:00,31.0,90.8,26.6,34,14.5,karachi
2024-02-07 17:00:00,30.9,85.7,26.1,35,16.8,karachi
2024-02-07 18:00:00,31.8,76.6,24.1,41,23.3,karachi
2024-02-07 19:00:00,36.0,69.8,22.6,49,19.7,karachi
2024-02-07 20:00:00,37.4,67.5,21.8,53,17.7,karachi
2024-02-07 21:00:00,37.5,66.8,21.0,55,17.7,karachi
2024-02-07 22:00:00,37.5,66.6,20.2,58,17.1,karachi
2024-02-07 23:00:00,37.4,66.1,19.5,60,15.9,karachi
2024-02-08 00:00:00,36.8,65.4,18.9,62,16.6,karachi
2024-02-08 01:00:00,35.7,64.0,18.0,64,15.0,karachi
2024-02-08 02:00:00,34.5,62.2,17.5,65,15.7,karachi
2024-02-08 03:00:00,33.4,60.3,17.5,64,16.7,karachi
2024-02-08 04:00:00,32.6,59.0,17.0,63,14.8,karachi
2024-02-08 05:00:00,32.1,59.4,16.9,62,15.3,karachi
2024-02-08 06:00:00,31.7,58.9,17.6,57,16.3,karachi
2024-02-08 07:00:00,31.9,57.9,17.4,58,16.3,karachi
2024-02-08 08:00:00,33.4,58.7,17.6,56,17.3,karachi
2024-02-08 09:00:00,34.5,59.1,19.5,50,17.7,karachi
2024-02-08 10:00:00,32.8,57.5,21.9,42,22.2,karachi
2024-02-08 11:00:00,27.4,51.6,23.6,34,24.6,karachi
2024-02-08 12:00:00,21.9,47.6,24.5,30,22.4,karachi
2024-02-08 13:00:00,18.3,43.4,25.1,27,18.9,karachi
2024-02-08 14:00:00,16.7,40.3,25.6,24,17.5,karachi
2024-02-08 15:00:00,15.8,37.7,26.0,22,15.0,karachi
2024-02-08 16:00:00,15.5,36.8,25.8,21,13.6,karachi
2024-02-08 17:00:00,18.2,41.8,25.4,22,11.2,karachi
2024-02-08 18:00:00,17.8,40.2,24.2,23,11.4,karachi
2024-02-08 19:00:00,26.8,48.0,22.5,30,12.7,karachi
2024-02-08 20:00:00,32.6,53.9,21.0,34,11.7,karachi
2024-02-08 21:00:00,34.3,55.1,19.4,42,7.7,karachi
2024-02-08 22:00:00,33.6,53.4,18.1,52,4.7,karachi
2024-02-08 23:00:00,32.1,51.3,17.1,56,5.0,karachi
2024-02-09 00:00:00,31.1,49.7,16.0,56,8.3,karachi
2024-02-09 01:00:00,29.7,47.8,15.1,59,9.3,karachi
2024-02-09 02:00:00,28.2,45.8,14.4,63,10.4,karachi
2024-02-09 03:00:00,27.3,44.4,13.7,67,9.5,karachi
2024-02-09 04:00:00,26.5,43.1,12.9,72,9.4,karachi
2024-02-09 05:00:00,25.5,41.3,12.4,76,9.1,karachi
2024-02-09 06:00:00,24.9,40.6,12.9,77,7.9,karachi
2024-02-09 07:00:00,26.8,44.0,12.4,80,6.4,karachi
2024-02-09 08:00:00,34.5,56.0,14.4,69,4.7,karachi
2024-02-09 09:00:00,45.4,71.5,17.6,58,2.2,karachi
2024-02-09 10:00:00,39.3,70.1,21.2,47,2.3,karachi
2024-02-09 11:00:00,33.1,67.5,23.6,36,6.8,karachi
2024-02-09 12:00:00,23.5,55.9,25.2,27,10.5,karachi
2024-02-09 13:00:00,22.9,57.0,26.0,25,16.3,karachi
2024-02-09 14:00:00,22.5,58.1,26.3,22,20.2,karachi
2024-02-09 15:00:00,21.7,57.0,26.1,21,20.6,karachi
2024-02-09 16:00:00,20.7,55.5,25.6,25,20.2,karachi
2024-02-09 17:00:00,18.0,48.8,24.7,31,18.9,karachi
2024-02-09 18:00:00,18.6,50.1,23.2,50,16.7,karachi
2024-02-09 19:00:00,20.5,50.8,22.0,61,11.4,karachi
2024-02-09 20:00:00,23.7,53.6,21.1,68,8.7,karachi
2024-02-09 21:00:00,25.8,55.8,20.1,75,7.0,karachi
2024-02-09 22:00:00,26.8,57.4,19.5,79,6.9,karachi
2024-02-09 23:00:00,27.6,58.6,19.0,81,8.2,karachi
2024-02-10 00:00:00,28.1,59.1,18.7,83,8.8,karachi
2024-02-10 01:00:00,27.6,58.1,18.3,85,9.6,karachi
2024-02-10 02:00:00,26.8,56.8,17.7,89,8.7,karachi
2024-02-10 03:00:00,25.8,54.2,17.5,90,8.4,karachi
2024-02-10 04:00:00,24.8,51.6,17.1,90,8.9,karachi
2024-02-10 05:00:00,22.6,46.8,16.6,93,9.0,karachi
2024-02-10 06:00:00,22.2,45.3,16.8,94,9.9,karachi
2024-02-10 07:00:00,24.6,47.7,16.8,93,9.9,karachi
2024-02-10 08:00:00,30.0,55.1,17.8,89,9.3,karachi
2024-02-10 09:00:00,31.4,58.9,20.0,77,6.9,karachi
2024-02-10 10:00:00,25.9,56.2,22.6,62,7.9,karachi
2024-02-10 11:00:00,21.9,52.0,24.6,49,6.8,karachi
2024-02-10 12:00:00,21.1,52.6,26.2,39,4.6,karachi
2024-02-10 13:00:00,20.5,54.5,27.0,31,4.9,karachi
2024-02-10 14:00:00,20.5,55.6,27.4,33,11.9,karachi
2024-02-10 15:00:00,20.7,55.5,27.0,37,14.7,karachi
2024-02-10 16:00:00,20.6,54.2,25.5,46,22.2,karachi
2024-02-10 17:00:00,19.8,51.7,25.4,41,21.3,karachi
2024-02-10 18:00:00,20.1,51.1,24.4,43,19.1,karachi
2024-02-10 19:00:00,25.1,53.3,22.8,52,15.1,karachi
2024-02-10 20:00:00,32.1,58.2,21.8,58,12.1,karachi
2024-02-10 21:00:00,35.9,60.8,20.9,64,12.2,karachi
2024-02-10 22:00:00,31.7,50.4,19.8,76,11.2,karachi
2024-02-10 23:00:00,27.4,40.9,18.5,82,9.0,karachi
2024-02-11 00:00:00,24.7,36.9,17.7,64,9.0,karachi
2024-02-11 01:00:00,23.3,35.2,17.4,47,10.9,karachi
2024-02-11 02:00:00,22.6,35.6,17.1,50,12.2,karachi
2024-02-11 03:00:00,23.2,38.6,16.5,52,12.7,karachi
2024-02-11 04:00:00,25.6,44.8,16.1,53,13.1,karachi
2024-02-11 05:00:00,26.9,47.1,15.6,55,14.0,karachi
2024-02-11 06:00:00,29.7,53.2,15.4,65,14.2,karachi
2024-02-11 07:00:00,32.9,57.7,15.2,67,14.6,karachi
2024-02-11 08:00:00,36.6,61.9,16.2,62,12.8,karachi
2024-02-11 09:00:00,38.8,63.8,19.1,49,8.4,karachi
2024-02-11 10:00:00,36.3,60.1,22.4,37,8.7,karachi
2024-02-11 11:00:00,27.9,47.3,25.6,26,12.0,karachi
2024-02-11 12:00:00,18.7,43.5,27.5,16,14.3,karachi
2024-02-11 13:00:00,14.3,41.4,28.0,15,14.3,karachi
2024-02-11 14:00:00,14.1,36.9,28.1,14,14.2,karachi
2024-02-11 15:00:00,14.1,33.6,28.0,14,9.4,karachi
2024-02-11 16:00:00,14.8,32.1,27.8,14,2.9,karachi
2024-02-11 17:00:00,18.7,36.8,27.1,16,3.3,karachi
2024-02-11 18:00:00,19.8,36.3,25.4,36,13.2,karachi
2024-02-11 19:00:00,25.1,41.0,23.6,49,13.7,karachi
2024-02-11 20:00:00,31.5,48.9,22.7,53,8.0,karachi
2024-02-11 21:00:00,33.8,50.8,21.3,52,5.7,karachi
2024-02-11 22:00:00,32.9,49.1,20.1,40,7.6,karachi
2024-02-11 23:00:00,31.3,46.3,19.2,39,9.9,karachi
2024-02-12 00:00:00,29.6,44.1,18.4,42,11.2,karachi
2024-02-12 01:00:00,28.6,43.1,17.9,44,11.8,karachi
2024-02-12 02:00:00,28.5,43.3,17.4,45,11.6,karachi
2024-02-12 03:00:00,28.5,43.4,17.4,46,12.2,karachi
2024-02-12 04:00:00,27.7,42.7,17.4,47,13.1,karachi
2024-02-12 05:00:00,27.2,41.7,17.2,48,11.9,karachi
2024-02-12 06:00:00,27.0,42.3,17.0,50,14.5,karachi
2024-02-12 07:00:00,28.5,44.9,16.8,51,12.9,karachi
2024-02-12 08:00:00,31.3,49.5,17.4,49,13.0,karachi
2024-02-12 09:00:00,35.2,54.9,20.0,41,9.9,karachi
2024-02-12 10:00:00,36.6,58.0,23.3,31,12.0,karachi
2024-02-12 11:00:00,32.5,50.9,25.5,21,14.1,karachi
2024-02-12 12:00:00,26.8,42.3,26.5,19,10.6,karachi
2024-02-12 13:00:00,26.0,41.8,27.1,19,9.1,karachi
2024-02-12 14:00:00,26.5,43.9,27.0,19,2.4,karachi
2024-02-12 15:00:00,26.4,44.4,26.8,24,8.7,karachi
2024-02-12 16:00:00,26.1,43.9,26.4,32,14.0,karachi
2024-02-12 17:00:00,25.6,42.6,26.0,34,13.3,karachi
2024-02-12 18:00:00,26.8,44.5,24.0,37,23.0,karachi
2024-02-12 19:00:00,34.6,54.1,23.1,40,18.7,karachi
2024-02-12 20:00:00,46.4,69.8,22.4,44,16.6,karachi
2024-02-12 21:00:00,53.6,79.6,21.7,48,11.7,karachi
2024-02-12 22:00:00,55.4,81.5,20.6,51,8.4,karachi
2024-02-12 23:00:00,51.1,74.5,19.8,51,9.4,karachi
2024-02-13 00:00:00,44.9,65.4,19.0,49,8.2,karachi
2024-02-13 01:00:00,39.3,57.5,18.2,50,8.2,karachi
2024-02-13 02:00:00,35.3,51.8,17.4,51,9.4,karachi
2024-02-13 03:00:00,32.6,48.2,16.7,51,7.7,karachi
2024-02-13 04:00:00,31.8,47.4,17.3,48,6.4,karachi
2024-02-13 05:00:00,30.9,46.0,17.1,49,7.7,karachi
2024-02-13 06:00:00,30.7,46.1,18.0,53,8.1,karachi
2024-02-13 07:00:00,32.4,48.7,17.9,55,7.9,karachi
2024-02-13 08:00:00,36.1,54.0,18.5,52,10.4,karachi
2024-02-13 09:00:00,42.4,64.3,20.4,43,5.1,karachi
2024-02-13 10:00:00,44.2,69.2,22.2,34,7.8,karachi
2024-02-13 11:00:00,41.7,71.7,24.7,24,8.8,karachi
2024-02-13 12:00:00,35.7,69.8,25.4,23,6.8,karachi
2024-02-13 13:00:00,34.8,68.7,25.7,23,5.9,karachi
2024-02-13 14:00:00,34.5,66.4,26.1,24,5.0,karachi
2024-02-13 15:00:00,33.9,63.3,26.0,24,4.1,karachi
2024-02-13 16:00:00,33.3,60.8,26.5,25,8.2,karachi
2024-02-13 17:00:00,34.7,69.6,25.5,38,13.2,karachi
2024-02-13 18:00:00,34.2,68.7,23.0,42,14.1,karachi
2024-02-13 19:00:00,38.1,68.9,22.0,50,14.2,karachi
2024-02-13 20:00:00,45.4,76.1,21.5,60,11.6,karachi
2024-02-13 21:00:00,50.9,82.2,20.9,71,8.6,karachi
2024-02-13 22:00:00,55.1,87.3,20.1,79,6.6,karachi
2024-02-13 23:00:00,58.7,91.5,19.3,84,6.0,karachi
2024-02-14 00:00:00,59.5,91.5,18.9,86,8.0,karachi
2024-02-14 01:00:00,57.2,86.8,18.0,89,9.2,karachi
2024-02-14 02:00:00,53.2,80.8,17.5,80,8.5,karachi
2024-02-14 03:00:00,49.2,75.0,16.9,68,8.5,karachi
2024-02-14 04:00:00,45.2,69.4,16.0,62,8.7,karachi
2024-02-14 05:00:00,40.2,62.2,15.4,60,9.2,karachi
2024-02-14 06:00:00,36.8,57.7,15.6,58,10.8,karachi
2024-02-14 07:00:00,36.2,57.5,15.2,58,10.5,karachi
2024-02-14 08:00:00,40.5,64.3,16.2,54,10.1,karachi
2024-02-14 09:00:00,42.7,69.8,19.5,42,9.2,karachi
2024-02-14 10:00:00,41.9,74.7,23.1,30,9.3,karachi
2024-02-14 11:00:00,38.5,73.1,25.2,21,8.3,karachi
2024-02-14 12:00:00,35.6,67.1,26.5,18,7.1,karachi
2024-02-14 13:00:00,33.8,64.5,27.2,16,5.8,karachi
2024-02-14 14:00:00,32.5,63.3,27.5,16,4.6,karachi
2024-02-14 15:00:00,32.0,62.4,27.7,18,8.9,karachi
2024-02-14 16:00:00,31.9,62.4,26.4,38,19.8,karachi
2024-02-14 17:00:00,32.0,61.2,26.0,36,21.5,karachi
2024-02-14 18:00:00,34.0,64.3,24.2,43,19.1,karachi
2024-02-14 19:00:00,43.0,75.2,23.4,48,14.0,karachi
2024-02-14 20:00:00,52.2,86.8,22.5,54,11.4,karachi
2024-02-14 21:00:00,56.8,93.4,21.5,60,11.5,karachi
2024-02-14 22:00:00,60.8,99.0,20.3,68,10.3,karachi
2024-02-14 23:00:00,65.2,102.9,19.4,74,10.7,karachi
2024-02-15 00:00:00,66.8,103.4,18.5,77,10.5,karachi
2024-02-15 01:00:00,65.2,99.7,17.4,80,9.4,karachi
2024-02-15 02:00:00,61.2,94.1,16.5,81,9.4,karachi
2024-02-15 03:00:00,55.9,87.1,15.9,79,9.8,karachi
2024-02-15 04:00:00,50.3,80.6,15.5,74,10.5,karachi
2024-02-15 05:00:00,47.4,77.3,15.2,66,11.7,karachi
2024-02-15 06:00:00,44.2,73.8,15.1,67,11.4,karachi
2024-02-15 07:00:00,43.7,72.9,14.9,67,11.3,karachi
2024-02-15 08:00:00,47.6,78.2,16.1,61,10.5,karachi
2024-02-15 09:00:00,52.2,87.1,19.5,49,8.3,karachi
2024-02-15 10:00:00,51.6,90.3,23.8,35,6.9,karachi
2024-02-15 11:00:00,48.5,88.7,26.1,24,4.7,karachi
2024-02-15 12:00:00,45.3,80.6,27.0,24,2.6,karachi
2024-02-15 13:00:00,42.8,75.7,27.5,24,2.2,karachi
